,ApplicationSignedHour,ApplicationSignedWeekday,VerificationType,AppliedAmount,LanguageCode,Age,Gender,Country,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,MonthlyPaymentDay,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,TARGET,EE,ES,FI,SK
4182,11.0,1.0,4.0,3000.0,1.0,29.0,1.0,EE,18.0,0.0,6.0,4.0,2.0,2,3.0,UpTo4Years,2To5Years,19.0,2.0,751.0,0.0,0.0,0.0,0.0,0.0,67.0,818.0,7.0,464.0,1.0,50.12,298.0,13.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4183,17.0,1.0,4.0,1000.0,1.0,49.0,1.0,EE,24.0,,0.0,4.0,1.0,0,3.0,MoreThan5Years,MoreThan25Years,1.0,1.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,12.0,603.0,4.0,34.36,274.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4184,7.0,2.0,4.0,3000.0,1.0,43.0,0.0,EE,24.0,,2.0,4.0,1.0,2,3.0,UpTo5Years,MoreThan25Years,8.0,1.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0,2.0,254.0,0.0,55.79,332.0,20.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4185,8.0,2.0,4.0,2000.0,1.0,43.0,0.0,EE,24.0,,7.0,2.0,1.0,2,3.0,UpTo4Years,15To25Years,6.0,4.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,5.0,480.0,0.0,39.89,310.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4186,14.0,3.0,4.0,3000.0,1.0,44.0,0.0,EE,36.0,,6.0,4.0,4.0,0,3.0,UpTo1Year,LessThan2Years,1.0,2.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,5.0,558.0,0.0,22.9,873.0,28.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4187,11.0,2.0,4.0,2000.0,1.0,26.0,0.0,EE,36.0,,0.0,4.0,3.0,0,3.0,MoreThan5Years,5To10Years,16.0,3.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,4.0,360.0,1.0,30.6,243.0,19.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4188,12.0,2.0,4.0,1300.0,1.0,20.0,0.0,EE,24.0,,0.0,4.0,3.0,0,3.0,UpTo1Year,2To5Years,10.0,4.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,10.0,610.0,4.0,11.58,382.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4189,12.0,2.0,4.0,150.0,1.0,27.0,1.0,EE,1.0,,1.0,5.0,2.0,0,3.0,UpTo1Year,LessThan2Years,10.0,7.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,2.0,86.0,0.0,35.57,266.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4190,12.0,2.0,4.0,1000.0,1.0,30.0,0.0,EE,9.0,,7.0,4.0,3.0,0,3.0,UpTo4Years,2To5Years,6.0,2.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,6.0,222.0,6.0,0.0,0.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4191,23.0,2.0,4.0,350.0,1.0,51.0,0.0,EE,3.0,,6.0,4.0,2.0,0,3.0,MoreThan5Years,10To15Years,3.0,1.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,9.0,380.0,0.0,0.0,0.0,11.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4192,11.0,3.0,4.0,1500.0,1.0,28.0,1.0,EE,24.0,,7.0,4.0,2.0,3,3.0,MoreThan5Years,5To10Years,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,6.0,286.0,0.0,29.33,393.39,15.0,False,2.0,1880.0,1331.47,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4193,10.0,3.0,4.0,100.0,1.0,24.0,1.0,EE,2.0,,7.0,4.0,2.0,1,3.0,,LessThan2Years,7.0,3.0,324.0,0.0,0.0,0.0,0.0,0.0,19.0,343.0,1.0,32.0,0.0,24.49,259.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4194,14.0,3.0,4.0,3000.0,1.0,25.0,0.0,EE,18.0,,6.0,4.0,3.0,0,3.0,MoreThan5Years,5To10Years,8.0,2.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,3.0,270.0,1.0,46.79,333.0,5.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4195,17.0,3.0,4.0,100.0,1.0,34.0,0.0,EE,1.0,,7.0,4.0,3.0,0,3.0,UpTo4Years,2To5Years,3.0,1.0,1118.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.0,7.0,628.0,0.0,0.0,0.0,5.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4196,20.0,3.0,4.0,200.0,1.0,30.0,0.0,EE,24.0,,7.0,3.0,2.0,2,3.0,MoreThan5Years,5To10Years,8.0,2.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,5.0,242.0,5.0,0.0,0.0,11.0,False,3.0,1839.0384,1133.1138,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4197,23.0,3.0,4.0,1050.0,1.0,22.0,1.0,EE,36.0,,6.0,4.0,2.0,0,3.0,UpTo2Years,LessThan2Years,9.0,7.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,1.0,19.0,0.0,11.08,302.0,5.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4198,13.0,4.0,4.0,2800.0,1.0,43.0,1.0,EE,36.0,,0.0,4.0,2.0,0,3.0,MoreThan5Years,15To25Years,15.0,7.0,1055.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,11.0,461.0,4.0,23.13,720.0,4.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4199,8.0,4.0,4.0,2000.0,1.0,43.0,1.0,EE,24.0,,0.0,5.0,2.0,1,3.0,MoreThan5Years,10To15Years,16.0,7.0,1400.0,0.0,0.0,0.0,0.0,0.0,38.0,1438.0,8.0,686.0,3.0,34.77,863.22,4.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4200,10.0,4.0,4.0,1000.0,1.0,61.0,1.0,EE,24.0,,0.0,5.0,2.0,0,3.0,MoreThan5Years,5To10Years,16.0,1.0,700.0,0.0,0.0,0.0,0.0,0.0,324.0,1024.0,7.0,740.0,1.0,52.15,336.0,1.0,False,1.0,1180.0,233.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4201,10.0,4.0,4.0,1000.0,1.0,25.0,0.0,EE,36.0,,4.0,5.0,3.0,0,3.0,UpTo1Year,2To5Years,11.0,2.0,880.0,0.0,0.0,0.0,0.0,0.0,200.0,1080.0,3.0,177.0,0.0,20.28,861.0,2.0,False,2.0,3760.0,2435.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4202,14.0,4.0,4.0,1030.0,1.0,36.0,0.0,EE,12.0,,3.0,5.0,2.0,1,3.0,MoreThan5Years,10To15Years,10.0,7.0,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,2.0,810.0,0.0,10.88,211.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4203,15.0,4.0,4.0,3000.0,1.0,34.0,0.0,EE,36.0,,4.0,5.0,2.0,1,3.0,UpTo5Years,15To25Years,10.0,8.0,1900.0,0.0,0.0,0.0,0.0,0.0,766.0,2666.0,4.0,1020.0,1.0,16.65,1521.91,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4204,15.0,4.0,4.0,3000.0,1.0,41.0,0.0,EE,36.0,,0.0,4.0,2.0,1,3.0,MoreThan5Years,10To15Years,3.0,1.0,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,10.0,691.0,0.0,46.7,262.0,8.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4205,16.0,6.0,4.0,1600.0,1.0,26.0,0.0,EE,18.0,,0.0,5.0,3.0,0,5.0,UpTo2Years,LessThan2Years,10.0,5.0,775.0,0.0,0.0,0.0,0.0,0.0,200.0,975.0,9.0,933.0,5.0,26.67,539.0,5.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4206,18.0,4.0,4.0,1200.0,1.0,22.0,0.0,EE,12.0,,7.0,3.0,3.0,0,3.0,UpTo2Years,LessThan2Years,1.0,2.0,400.0,0.0,0.0,0.0,0.0,0.0,200.0,600.0,1.0,237.0,0.0,19.33,247.0,12.0,False,2.0,1100.0,1155.51,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4207,20.0,4.0,4.0,2800.0,1.0,26.0,0.0,EE,24.0,,7.0,2.0,3.0,0,3.0,MoreThan5Years,5To10Years,9.0,2.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,2.0,93.0,0.0,40.33,353.31,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4208,17.0,5.0,4.0,2500.0,1.0,61.0,0.0,EE,12.0,,0.0,3.0,2.0,0,3.0,MoreThan5Years,10To15Years,12.0,1.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,7.0,560.0,4.0,56.7,259.0,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4209,10.0,6.0,4.0,3000.0,1.0,23.0,0.0,EE,36.0,,0.0,4.0,3.0,0,2.0,UpTo2Years,LessThan2Years,3.0,2.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,5.0,326.0,2.0,14.67,614.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4210,11.0,6.0,4.0,700.0,1.0,20.0,0.0,EE,6.0,,0.0,2.0,3.0,0,3.0,UpTo1Year,LessThan2Years,3.0,2.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,3.0,0.0,3.0,0.0,0.0,7.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4211,12.0,7.0,4.0,1200.0,1.0,33.0,0.0,EE,36.0,,0.0,4.0,3.0,1,3.0,MoreThan5Years,15To25Years,3.0,8.0,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,1197.0,10.0,486.0,0.0,19.8,672.0,11.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4212,11.0,1.0,4.0,2550.0,1.0,25.0,0.0,EE,18.0,,0.0,5.0,2.0,1,3.0,UpTo2Years,5To10Years,1.0,4.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,10.0,403.0,5.0,29.17,293.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4213,17.0,1.0,4.0,100.0,1.0,37.0,0.0,EE,36.0,,3.0,5.0,2.0,0,5.0,UpTo2Years,15To25Years,6.0,6.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,3.0,195.0,0.0,2.0,402.0,15.0,False,1.0,100.0,18.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4214,19.0,2.0,4.0,100.0,1.0,21.0,0.0,EE,3.0,,7.0,3.0,2.0,0,3.0,UpTo1Year,LessThan2Years,8.0,4.0,1434.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.0,1.0,124.0,0.0,11.09,1275.0,14.0,True,1.0,3000.0,256.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4215,7.0,2.0,4.0,2000.0,1.0,44.0,1.0,EE,36.0,,0.0,4.0,3.0,2,3.0,MoreThan5Years,5To10Years,4.0,1.0,854.0,0.0,0.0,0.0,0.0,0.0,19.0,873.0,10.0,198.0,6.0,26.35,592.0,8.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4216,12.0,2.0,4.0,1500.0,1.0,24.0,0.0,EE,30.0,,0.0,4.0,2.0,0,3.0,UpTo2Years,5To10Years,6.0,6.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,6.0,498.0,4.0,9.07,430.0,20.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4217,12.0,2.0,4.0,600.0,1.0,46.0,0.0,EE,24.0,,3.0,5.0,2.0,1,5.0,MoreThan5Years,10To15Years,19.0,1.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,3.0,467.0,0.0,0.0,0.0,1.0,False,1.0,3000.0,828.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4218,13.0,2.0,4.0,2000.0,1.0,37.0,1.0,EE,24.0,,6.0,5.0,2.0,3,3.0,UpTo5Years,2To5Years,16.0,1.0,542.0,0.0,0.0,0.0,0.0,0.0,115.0,657.0,6.0,391.0,1.0,24.81,373.22,5.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4219,15.0,2.0,4.0,1800.0,1.0,37.0,0.0,EE,12.0,0.0,7.0,4.0,3.0,0,3.0,UpTo3Years,15To25Years,3.0,7.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,6.0,1020.0,0.0,65.56,620.0,3.0,False,3.0,4000.0,3599.41,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4220,19.0,3.0,4.0,1600.0,1.0,33.0,0.0,EE,36.0,0.0,0.0,5.0,2.0,2,3.0,UpTo3Years,5To10Years,6.0,8.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,7.0,605.0,3.0,5.59,1029.0,17.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4221,9.0,6.0,4.0,5000.0,1.0,52.0,0.0,EE,60.0,137.85,7.0,2.0,4.0,1,3.0,MoreThan5Years,MoreThan25Years,8.0,3.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0,7.0,895.14,3.0,52.87,136.01,26.0,False,1.0,3000.0,357.5,7000.0,1.0,0.0,1.0,0.0,0.0,0.0
4222,11.0,3.0,4.0,600.0,1.0,39.0,0.0,EE,18.0,,0.0,4.0,2.0,0,3.0,UpTo2Years,15To25Years,17.0,5.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,5.0,258.0,1.0,11.22,227.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4223,15.0,3.0,4.0,600.0,1.0,61.0,1.0,EE,12.0,,0.0,5.0,4.0,0,3.0,MoreThan5Years,MoreThan25Years,16.0,1.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,9.0,339.0,5.0,13.65,343.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4224,16.0,3.0,4.0,1800.0,1.0,40.0,1.0,EE,24.0,,6.0,5.0,2.0,1,3.0,UpTo5Years,5To10Years,16.0,3.0,636.0,0.0,0.0,0.0,0.0,0.0,19.0,655.0,4.0,261.0,0.0,41.37,304.14,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4225,22.0,3.0,4.0,3000.0,3.0,28.0,0.0,EE,36.0,,0.0,3.0,3.0,0,3.0,UpTo2Years,10To15Years,1.0,2.0,750.0,0.0,0.0,0.0,0.0,0.0,350.0,1100.0,10.0,239.0,4.0,29.36,737.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4227,23.0,3.0,4.0,1000.0,1.0,26.0,0.0,EE,12.0,,7.0,2.0,2.0,2,3.0,UpTo1Year,LessThan2Years,8.0,3.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,4.0,594.0,0.0,35.74,252.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4229,10.0,4.0,4.0,3000.0,1.0,57.0,0.0,EE,36.0,,0.0,5.0,2.0,0,3.0,MoreThan5Years,5To10Years,3.0,1.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,9.0,480.0,5.0,30.92,308.0,7.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4230,10.0,4.0,4.0,3000.0,1.0,26.0,1.0,EE,18.0,,6.0,5.0,2.0,1,5.0,,LessThan2Years,1.0,6.0,1215.0,0.0,0.0,0.0,0.0,0.0,189.0,1404.0,4.0,449.0,0.0,20.73,748.98,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4231,21.0,4.0,4.0,2500.0,1.0,25.0,0.0,EE,36.0,,2.0,4.0,1.0,1,3.0,UpTo4Years,5To10Years,3.0,1.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,4.0,286.0,1.0,0.0,0.0,11.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4232,9.0,5.0,4.0,2500.0,1.0,29.0,0.0,EE,36.0,,7.0,4.0,3.0,0,3.0,MoreThan5Years,5To10Years,11.0,2.0,1000.0,0.0,0.0,0.0,0.0,0.0,30.0,1030.0,7.0,643.0,0.0,68.64,288.0,16.0,False,3.0,3500.0,296.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4233,18.0,5.0,4.0,3000.0,1.0,26.0,0.0,EE,24.0,,0.0,4.0,3.0,0,3.0,UpTo1Year,LessThan2Years,10.0,3.0,709.0,0.0,0.0,0.0,0.0,0.0,231.0,940.0,7.0,540.0,1.0,47.34,235.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4234,20.0,5.0,4.0,3000.0,1.0,31.0,0.0,EE,36.0,,0.0,2.0,3.0,1,3.0,UpTo2Years,LessThan2Years,7.0,3.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.0,548.0,2.0,11.6,348.0,5.0,False,1.0,1300.0,1438.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4235,23.0,5.0,4.0,600.0,1.0,38.0,1.0,EE,24.0,,7.0,5.0,2.0,2,3.0,MoreThan5Years,10To15Years,11.0,2.0,752.0,0.0,0.0,0.0,0.0,0.0,76.0,828.0,9.0,557.0,0.0,41.18,240.0,10.0,False,6.0,5349.59,4439.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4236,12.0,7.0,4.0,500.0,1.0,46.0,0.0,EE,18.0,,4.0,4.0,1.0,1,3.0,UpTo2Years,MoreThan25Years,3.0,1.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,4.0,422.0,0.0,20.11,446.0,27.0,False,3.0,767.0082,972.025,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4237,10.0,6.0,4.0,130.0,1.0,38.0,1.0,EE,2.0,,7.0,5.0,2.0,1,3.0,MoreThan5Years,5To10Years,14.0,1.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,3.0,380.0,0.0,0.0,0.0,18.0,False,1.0,319.5464,419.9086,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4238,11.0,6.0,4.0,3000.0,1.0,20.0,0.0,EE,36.0,,2.0,4.0,1.0,0,3.0,UpTo1Year,LessThan2Years,7.0,7.0,533.0,0.0,0.0,0.0,0.0,0.0,400.0,933.0,4.0,523.0,0.0,23.79,286.0,22.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4239,14.0,6.0,4.0,850.0,3.0,38.0,0.0,EE,12.0,0.0,2.0,5.0,1.0,0,3.0,UpTo1Year,15To25Years,10.0,3.0,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0,5.0,543.0,0.0,29.75,595.0,5.0,False,2.0,2900.0,1096.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4240,19.0,6.0,4.0,5000.0,1.0,32.0,0.0,EE,36.0,,2.0,4.0,1.0,0,3.0,UpTo1Year,15To25Years,10.0,7.0,900.0,0.0,0.0,0.0,0.0,0.0,35.0,935.0,6.0,221.0,0.0,37.75,546.0,10.0,False,2.0,1800.0,245.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4241,10.0,5.0,4.0,900.0,1.0,48.0,0.0,EE,60.0,31.7,7.0,5.0,1.0,1,3.0,MoreThan5Years,MoreThan25Years,11.0,6.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.0,3.0,1795.0,0.0,28.93,1273.3,5.0,True,0.0,0.0,0.0,900.0,1.0,0.0,1.0,0.0,0.0,0.0
4242,9.0,2.0,4.0,1400.0,1.0,27.0,1.0,EE,12.0,,0.0,5.0,2.0,1,3.0,UpTo1Year,5To10Years,15.0,2.0,660.0,0.0,0.0,0.0,0.0,0.0,19.0,679.0,7.0,293.0,7.0,0.0,0.0,3.0,True,1.0,150.0,153.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4243,12.0,2.0,4.0,1500.0,1.0,30.0,0.0,EE,30.0,0.0,2.0,5.0,3.0,0,3.0,MoreThan5Years,5To10Years,16.0,8.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,4.0,431.0,0.0,26.58,463.0,6.0,True,1.0,1500.0,85.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4244,12.0,2.0,4.0,2000.0,1.0,41.0,1.0,EE,36.0,,8.0,5.0,2.0,2,3.0,MoreThan5Years,15To25Years,15.0,1.0,787.0,0.0,0.0,0.0,0.0,0.0,38.0,825.0,4.0,295.0,0.0,40.36,447.27,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4245,16.0,2.0,4.0,700.0,1.0,40.0,1.0,EE,12.0,,7.0,4.0,5.0,1,3.0,MoreThan5Years,5To10Years,3.0,3.0,647.0,0.0,0.0,0.0,0.0,0.0,192.0,839.0,9.0,449.0,0.0,42.19,326.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4246,8.0,3.0,4.0,1000.0,1.0,36.0,0.0,EE,24.0,,5.0,4.0,1.0,1,3.0,MoreThan5Years,15To25Years,15.0,1.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,7.0,237.0,3.0,21.66,433.11,8.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4247,10.0,3.0,4.0,2600.0,1.0,27.0,0.0,EE,36.0,,0.0,5.0,2.0,0,3.0,UpTo5Years,5To10Years,1.0,1.0,678.0,0.0,0.0,0.0,0.0,0.0,64.0,742.0,7.0,375.0,3.0,59.3,259.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4248,10.0,3.0,4.0,2400.0,1.0,68.0,1.0,EE,36.0,,0.0,4.0,5.0,0,3.0,MoreThan5Years,15To25Years,17.0,7.0,350.0,0.0,0.0,0.0,0.0,0.0,300.0,650.0,8.0,312.0,3.0,44.92,239.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4249,9.0,5.0,4.0,3000.0,1.0,35.0,0.0,EE,12.0,,0.0,4.0,2.0,2,3.0,MoreThan5Years,5To10Years,10.0,8.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,5.0,1184.0,0.0,29.04,1331.0,5.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4250,9.0,4.0,4.0,1000.0,1.0,30.0,0.0,EE,36.0,,0.0,4.0,2.0,0,3.0,UpTo3Years,5To10Years,6.0,4.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,8.0,652.0,0.0,0.0,0.0,12.0,False,6.0,5150.0,3821.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4251,20.0,4.0,4.0,1000.0,1.0,29.0,0.0,EE,24.0,,0.0,5.0,3.0,0,3.0,MoreThan5Years,5To10Years,11.0,3.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,8.0,414.0,2.0,18.8,281.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4252,15.0,4.0,4.0,3000.0,1.0,45.0,1.0,EE,36.0,,4.0,5.0,2.0,2,3.0,MoreThan5Years,10To15Years,7.0,1.0,803.0,0.0,0.0,0.0,0.0,0.0,100.0,903.0,8.0,495.0,0.0,32.45,284.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4253,16.0,4.0,4.0,2400.0,1.0,33.0,0.0,EE,24.0,,6.0,4.0,1.0,1,3.0,UpTo1Year,15To25Years,10.0,8.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,7.0,851.0,0.0,29.69,647.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4254,17.0,4.0,4.0,1500.0,1.0,26.0,0.0,EE,30.0,,6.0,2.0,3.0,0,3.0,UpTo5Years,2To5Years,6.0,2.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,3.0,139.0,0.0,41.34,252.92,11.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4255,21.0,4.0,4.0,2000.0,1.0,23.0,0.0,EE,24.0,,6.0,4.0,3.0,0,3.0,UpTo2Years,2To5Years,3.0,3.0,800.0,0.0,0.0,0.0,0.0,0.0,550.0,1350.0,4.0,340.0,0.0,17.56,903.0,10.0,False,1.0,1200.0,654.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4256,11.0,5.0,4.0,300.0,1.0,65.0,0.0,EE,3.0,,7.0,5.0,2.0,1,3.0,MoreThan5Years,10To15Years,16.0,3.0,262.0,0.0,0.0,0.0,0.0,0.0,247.0,509.0,2.0,157.0,0.0,0.0,0.0,28.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4257,13.0,5.0,4.0,1400.0,1.0,34.0,0.0,EE,15.0,,7.0,3.0,2.0,1,3.0,UpTo3Years,15To25Years,5.0,6.0,900.0,0.0,0.0,0.0,0.0,0.0,100.0,1000.0,7.0,468.0,0.0,14.8,424.0,14.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4258,15.0,5.0,4.0,2700.0,3.0,27.0,1.0,EE,24.0,0.0,0.0,4.0,1.0,2,3.0,UpTo1Year,5To10Years,8.0,2.0,1200.0,0.0,0.0,0.0,0.0,0.0,38.0,1238.0,6.0,290.0,4.0,11.95,800.0,1.0,True,1.0,1500.0,99.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0
