,VerificationType,AppliedAmount,LanguageCode,Age,Gender,Country,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,DEFAULT,NrDependantsGiven
720,IncomeExpensesVerified,1595.0,Estonian,43,Female,EE,60,40.69,Loan consolidation,EducationLoan,Cohabitant,1,Fully employed,MoreThan5Years,10To15Years,Processing,Owner,792.0,0.0,50.0,0.0,0.0,0.0,0.0,842.0,7,887.77,1,54.57,130.54,0,2.0,8300.0,6853.82,3000.0,1.0,0,0
722,IncomeVerified,4500.0,Finnish,23,Female,FI,60,271.49,Vehicle,EducationLoan,Single,0,Partially employed,UpTo1Year,5To10Years,Retail and wholesale,Joint Tenant,1201.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,3,620.0,2,22.61,429.51,1,0.0,0.0,0.0,1630.0,1.0,0,0
723,IncomeUnverified,530.0,Spanish,53,Male,ES,60,42.56,Other,Travel,Divorced,0,Fully employed,UpTo3Years,MoreThan25Years,Healthcare,"Tenant, Pre-furnished Property",688.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,3,675.0,1,20.72,195.44,1,0.0,0.0,0.0,0.0,0.0,1,0
726,IncomeVerified,3000.0,Finnish,58,Female,FI,60,99.77,Loan consolidation,Business,Widow,0,Fully employed,MoreThan5Years,10To15Years,Healthcare,"Tenant, unfurnished Property",1600.0,750.0,0.0,0.0,0.0,0.0,0.0,2350.0,8,2385.17,1,54.89,355.06,1,0.0,0.0,0.0,3000.0,1.0,0,0
727,IncomeUnverified,1063.0,Estonian,29,Male,EE,60,38.54,NoUseOfLoanGiven,NoEducationGiven,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,,,NoOccupationAreaGiven,Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,7.0,9885.0,367.3,,0.0,1,1
728,IncomeVerified,500.0,Finnish,54,Female,FI,60,14.39,Home improvement,Business,Married,0,Fully employed,MoreThan5Years,MoreThan25Years,Other,Mortgage,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,2028.0,5,1088.27,0,12.69,925.34,0,1.0,3000.0,395.45,1500.0,1.0,1,0
729,IncomeUnverified,1595.0,Spanish,30,Male,ES,60,85.55,Other,Business,Single,0,Fully employed,MoreThan5Years,5To10Years,CivilService,Living with Parents,944.0,0.0,0.0,0.0,0.0,0.0,0.0,944.0,5,2042.0,2,61.18,16.45,1,0.0,0.0,0.0,0.0,0.0,1,0
733,IncomeUnverified,4500.0,Spanish,30,Male,ES,36,388.22,Business,EducationLoan,Cohabitant,0,Self-employed,UpTo1Year,10To15Years,Other,Living with Parents,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1,360.0,0,32.35,451.78,1,0.0,0.0,0.0,1575.0,1.0,1,0
735,IncomeUnverified,500.0,Finnish,36,Male,FI,60,14.27,Home improvement,EducationLoan,Married,0,Fully employed,MoreThan5Years,10To15Years,Transport and warehousing,Joint Tenant,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2,720.0,0,8.65,1165.73,1,0.0,0.0,0.0,500.0,1.0,0,0
736,IncomeUnverified,500.0,Estonian,61,Female,EE,48,18.0,Home improvement,EducationLoan,Single,0,Fully employed,UpTo1Year,MoreThan25Years,Hospitality and catering,Owner,400.0,249.0,0.0,0.0,0.0,0.0,0.0,649.0,2,257.0,0,3.85,374.0,1,0.0,0.0,0.0,8000.0,2.0,1,0
739,IncomeExpensesVerified,2000.0,Estonian,34,Male,EE,60,55.64,Loan consolidation,EducationLoan,Married,1,Fully employed,UpTo4Years,15To25Years,Info and telecom,Joint Ownership,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,6,772.5,1,42.01,307.86,0,5.0,17800.0,13606.68,2000.0,1.0,0,0
740,IncomeUnverified,2000.0,Spanish,49,Female,ES,60,133.09,Other,Business,Divorced,1,Fully employed,MoreThan5Years,5To10Years,Healthcare,Mortgage,1127.0,0.0,0.0,0.0,0.0,400.0,0.0,1527.0,4,1163.0,2,11.81,67.91,0,1.0,1500.0,1814.66,2000.0,1.0,0,0
742,IncomeExpensesVerified,3720.0,Estonian,23,Male,EE,60,118.69,Home improvement,Home improvement,Married,1,Fully employed,UpTo5Years,5To10Years,Agriculture,Mortgage,450.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,3,360.0,2,26.38,81.31,1,0.0,0.0,0.0,0.0,0.0,0,0
743,IncomeExpensesVerified,1595.0,Spanish,36,Male,ES,60,83.6,EducationLoan,Travel,Single,0,Self-employed,MoreThan5Years,5To10Years,Info and telecom,Living with Parents,654.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,5,951.0,2,43.98,16.4,1,0.0,0.0,0.0,0.0,0.0,0,0
744,IncomeVerified,2400.0,Estonian,26,Male,EE,60,84.78,Other,Travel,Cohabitant,0,Fully employed,UpTo2Years,5To10Years,Research,"Tenant, Pre-furnished Property",788.0,0.0,0.0,0.0,0.0,0.0,200.0,988.0,2,461.39,0,25.32,441.83,1,0.0,0.0,0.0,2400.0,1.0,0,0
747,IncomeVerified,6375.0,Finnish,43,Female,FI,60,204.56,Other,EducationLoan,Divorced,1,Fully employed,UpTo4Years,15To25Years,Other,"Tenant, Pre-furnished Property",1750.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,8,1175.0,1,37.12,575.44,1,0.0,0.0,0.0,0.0,0.0,0,0
748,IncomeUnverified,3000.0,Estonian,52,Female,EE,60,114.01,Other,EducationLoan,Married,1,Fully employed,UpTo5Years,MoreThan25Years,Education,Owner,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3,371.98,0,18.6,514.01,0,1.0,815.0,106.82,3000.0,1.0,0,0
750,IncomeUnverified,1000.0,Estonian,56,Female,EE,60,27.08,Travel,EducationLoan,Divorced,0,Self-employed,MoreThan5Years,MoreThan25Years,Other,Owner,450.0,158.0,0.0,0.0,0.0,0.0,0.0,608.0,4,494.06,1,31.44,166.86,0,1.0,3800.0,448.15,3800.0,1.0,0,0
751,IncomeUnverified,600.0,Estonian,25,Male,EE,36,27.85,Other,EducationLoan,Single,0,Fully employed,UpTo1Year,LessThan2Years,Construction,"Tenant, Pre-furnished Property",800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,2,274.25,0,6.51,497.9,0,1.0,500.0,118.39,600.0,1.0,0,0
756,IncomeUnverified,500.0,Finnish,56,Female,FI,60,16.87,Loan consolidation,Business,Divorced,0,Retiree,MoreThan5Years,5To10Years,Administrative,Council House,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,1044.0,4,706.77,0,21.42,320.36,0,1.0,500.0,49.96,800.0,1.0,0,0
757,IncomeUnverified,1000.0,Spanish,34,Male,ES,24,56.55,Home improvement,Business,Single,0,Fully employed,UpTo2Years,10To15Years,Hospitality and catering,"Tenant, Pre-furnished Property",1100.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,2,420.0,0,11.5,623.45,1,0.0,0.0,0.0,6315.0,1.0,0,0
759,IncomeUnverified,3000.0,Estonian,42,Female,EE,48,100.75,EducationLoan,EducationLoan,Married,0,Fully employed,MoreThan5Years,15To25Years,Hospitality and catering,Joint Ownership,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,3,556.61,0,34.65,359.64,0,1.0,2750.0,1013.82,3000.0,1.0,0,0
760,IncomeVerified,2655.0,Russian,60,Male,EE,60,116.77,Home improvement,Business,Married,1,Fully employed,MoreThan5Years,MoreThan25Years,Other,Owner,530.0,268.0,0.0,0.0,0.0,0.0,0.0,798.0,3,510.14,1,40.59,224.09,0,1.0,6300.0,3294.48,6500.0,2.0,1,0
763,IncomeVerified,1100.0,Russian,59,Female,EE,60,38.86,Home improvement,EducationLoan,Cohabitant,0,Fully employed,MoreThan5Years,MoreThan25Years,Other,Owner,506.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,2,275.0,0,12.62,192.14,1,0.0,0.0,0.0,1100.0,1.0,0,0
766,IncomeUnverified,1000.0,Spanish,36,Male,ES,60,81.47,Home improvement,Travel,Cohabitant,0,Fully employed,UpTo5Years,10To15Years,Administrative,Owner,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1,390.0,0,6.27,828.53,1,0.0,0.0,0.0,1000.0,1.0,1,0
767,IncomeUnverified,2500.0,Spanish,34,Female,ES,60,97.55,Other,EducationLoan,Married,0,Fully employed,MoreThan5Years,10To15Years,Healthcare,Mortgage,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0,2,1249.0,0,7.07,33.45,1,0.0,0.0,0.0,4000.0,1.0,1,0
768,IncomeExpensesVerified,3000.0,Russian,44,Male,EE,60,111.88,Travel,Travel,Married,1,Fully employed,MoreThan5Years,15To25Years,Transport and warehousing,Owner,962.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,6,961.0,3,23.27,0.12,0,1.0,1000.0,1226.12,1500.0,2.0,0,0
769,IncomeExpensesVerified,7440.0,Estonian,41,Female,EE,60,243.13,Loan consolidation,Travel,Cohabitant,2,Fully employed,MoreThan5Years,15To25Years,Retail and wholesale,Joint Ownership,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.0,8,1275.14,4,53.91,181.48,1,0.0,0.0,0.0,0.0,0.0,1,0
770,IncomeExpensesVerified,3000.0,Estonian,49,Female,EE,60,91.65,Loan consolidation,EducationLoan,Widow,0,Fully employed,MoreThan5Years,15To25Years,Info and telecom,Owner,357.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,4,490.0,3,25.67,15.35,1,0.0,0.0,0.0,0.0,0.0,0,0
771,IncomeUnverified,1063.0,Estonian,42,Female,EE,60,28.9,NoUseOfLoanGiven,NoEducationGiven,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,,,NoOccupationAreaGiven,Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,4.0,12542.0,3153.56,,0.0,0,1
772,IncomeUnverified,2760.0,Estonian,21,Female,EE,24,188.62,Loan consolidation,EducationLoan,Cohabitant,0,Fully employed,UpTo1Year,2To5Years,Energy,Joint Tenant,450.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,8,898.0,6,43.47,4.38,1,0.0,0.0,0.0,0.0,0.0,0,0
773,IncomeVerified,3400.0,Finnish,28,Female,FI,60,107.23,Vehicle,Business,Married,1,Fully employed,MoreThan5Years,5To10Years,Healthcare,Owner,1446.0,0.0,98.0,0.0,0.0,0.0,500.0,2044.0,2,873.0,0,17.97,1063.77,1,0.0,0.0,0.0,3400.0,1.0,0,0
774,IncomeUnverified,3000.0,Spanish,38,Male,ES,60,109.14,Other,EducationLoan,Married,1,Self-employed,TrialPeriod,LessThan2Years,Retail and wholesale,"Tenant, Pre-furnished Property",800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,2,520.0,0,34.89,170.86,1,0.0,0.0,0.0,4000.0,1.0,1,0
776,IncomeVerified,1060.0,Spanish,33,Male,ES,48,69.06,EducationLoan,Travel,Single,0,Partially employed,UpTo2Years,10To15Years,Education,Living with Parents,640.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,3,643.0,1,19.54,164.94,0,0.0,0.0,0.0,2000.0,1.0,1,0
777,IncomeExpensesVerified,2500.0,Estonian,54,Female,EE,60,74.87,Loan consolidation,EducationLoan,Single,0,Fully employed,MoreThan5Years,15To25Years,Other,Living with Parents,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,10,2117.87,4,52.29,42.26,0,1.0,4500.0,2822.56,2500.0,1.0,0,0
778,IncomeUnverified,10000.0,Estonian,34,Female,EE,60,333.27,Home improvement,Travel,Single,1,Fully employed,MoreThan5Years,15To25Years,Info and telecom,Living with Parents,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,1,630.0,0,15.87,1136.73,0,1.0,700.0,753.81,10000.0,1.0,0,0
779,IncomeUnverified,500.0,Estonian,35,Male,EE,60,17.62,Home improvement,Business,Single,0,Entrepreneur,UpTo2Years,2To5Years,Construction,"Tenant, unfurnished Property",800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,1,250.0,0,2.2,532.38,1,0.0,0.0,0.0,1000.0,1.0,0,0
780,IncomeExpensesVerified,2655.0,Estonian,44,Male,EE,60,98.84,Business,EducationLoan,Cohabitant,1,Fully employed,UpTo4Years,15To25Years,Construction,"Tenant, Pre-furnished Property",700.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,4,1124.94,2,38.4,181.22,0,1.0,4000.0,734.83,5000.0,1.0,0,0
781,IncomeUnverified,1500.0,Estonian,29,Female,EE,6,272.72,Travel,EducationLoan,Cohabitant,1,Fully employed,UpTo2Years,15To25Years,Other,"Tenant, Pre-furnished Property",1200.0,0.0,45.0,0.0,0.0,0.0,0.0,1245.0,2,469.0,1,21.91,599.28,1,0.0,0.0,0.0,1500.0,1.0,0,0
783,IncomeVerified,2125.0,Spanish,37,Female,ES,60,129.64,Other,EducationLoan,Married,1,Fully employed,UpTo3Years,10To15Years,Retail and wholesale,Owner,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,2,610.0,0,35.42,360.36,1,0.0,0.0,0.0,0.0,0.0,1,0
784,IncomeExpensesVerified,4250.0,Finnish,61,Male,FI,60,138.83,Loan consolidation,Business,Single,0,Retiree,UpTo3Years,MoreThan25Years,Other,"Tenant, unfurnished Property",0.0,1560.0,0.0,0.0,0.0,0.0,0.0,1560.0,12,1905.0,3,59.48,132.17,1,0.0,0.0,0.0,0.0,0.0,1,0
785,IncomeVerified,10000.0,Finnish,32,Male,FI,60,352.28,Loan consolidation,Business,Cohabitant,1,Fully employed,MoreThan5Years,5To10Years,Construction,"Tenant, unfurnished Property",1700.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,5,1380.0,2,57.78,207.72,1,0.0,0.0,0.0,2000.0,2.0,1,0
786,IncomeExpensesVerified,1200.0,Estonian,25,Male,EE,36,64.43,Business,Home improvement,Cohabitant,1,Fully employed,MoreThan5Years,5To10Years,Processing,"Tenant, unfurnished Property",934.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,3,641.79,0,45.63,227.78,0,2.0,7200.0,2217.24,1200.0,1.0,1,0
787,IncomeVerified,10630.0,Russian,28,Male,EE,60,388.68,Other,Business,Single,0,Fully employed,UpTo3Years,5To10Years,Transport and warehousing,Living with Parents,800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,5,427.0,1,66.34,19.32,0,3.0,7000.0,7759.81,18890.0,3.0,0,0
788,IncomeExpensesVerified,5315.0,Russian,29,Female,EE,60,144.27,Home improvement,EducationLoan,Cohabitant,1,Fully employed,UpTo1Year,5To10Years,Healthcare,Living with Parents,410.0,0.0,45.0,0.0,0.0,0.0,0.0,455.0,4,527.0,2,41.6,15.73,1,0.0,0.0,0.0,0.0,0.0,0,0
789,IncomeExpensesVerified,4000.0,Russian,21,Female,EE,60,150.21,Real estate,Real estate,Cohabitant,0,Fully employed,UpTo3Years,2To5Years,Processing,Living with Parents,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5,714.0,1,44.42,255.79,1,0.0,0.0,0.0,4000.0,1.0,0,0
792,IncomeUnverified,2500.0,Estonian,36,Female,EE,36,122.06,Travel,Travel,Married,3,Fully employed,UpTo4Years,15To25Years,Info and telecom,Owner,900.0,0.0,228.0,0.0,0.0,0.0,0.0,1128.0,3,608.0,0,23.23,397.94,0,1.0,1000.0,1048.22,9200.0,4.0,0,0
794,IncomeExpensesVerified,6600.0,Estonian,28,Male,EE,60,217.78,Loan consolidation,EducationLoan,Cohabitant,1,Fully employed,MoreThan5Years,10To15Years,Processing,Mortgage,1190.0,0.0,0.0,0.0,0.0,0.0,180.0,1370.0,10,1279.0,4,43.41,10.22,1,0.0,0.0,0.0,6600.0,1.0,0,0
795,IncomeExpensesVerified,4000.0,Estonian,22,Male,EE,60,182.33,Home improvement,Business,Cohabitant,0,Fully employed,UpTo1Year,2To5Years,Processing,"Tenant, unfurnished Property",516.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,6,543.0,2,45.22,32.67,1,0.0,0.0,0.0,4000.0,1.0,0,0
796,IncomeExpensesVerified,4900.0,Estonian,31,Male,EE,60,192.43,Loan consolidation,EducationLoan,Single,0,Fully employed,MoreThan5Years,10To15Years,Healthcare,Living with Parents,900.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,13,2056.0,7,45.05,0.57,1,0.0,0.0,0.0,4900.0,1.0,0,0
797,IncomeExpensesVerified,7300.0,Estonian,40,Male,EE,60,216.32,Vehicle,Business,Single,0,Fully employed,UpTo3Years,5To10Years,Construction,Owner,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.0,3,706.0,0,27.17,348.68,1,0.0,0.0,0.0,7300.0,1.0,0,0
799,IncomeExpensesVerified,2100.0,Estonian,21,Female,EE,60,72.49,Travel,Business,Single,0,Fully employed,UpTo1Year,2To5Years,Other,"Tenant, unfurnished Property",327.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,1,250.0,0,22.17,4.51,1,0.0,0.0,0.0,2100.0,1.0,0,0
800,IncomeUnverified,500.0,Estonian,55,Female,EE,36,28.18,Home improvement,Business,Cohabitant,0,Fully employed,MoreThan5Years,5To10Years,Retail and wholesale,Owner,410.0,0.0,0.0,0.0,0.0,0.0,100.0,510.0,1,250.0,0,5.53,231.82,1,0.0,0.0,0.0,1000.0,1.0,0,0
803,IncomeExpensesVerified,3190.0,Estonian,60,Female,EE,60,84.07,Other,EducationLoan,Married,0,Fully employed,UpTo5Years,MoreThan25Years,Retail and wholesale,Owner,424.0,238.0,0.0,53.0,0.0,0.0,0.0,715.0,12,954.21,3,64.93,0.72,0,1.0,1700.0,1048.01,0.0,0.0,0,0
804,IncomeExpensesVerified,3000.0,Estonian,26,Female,EE,36,134.22,Other,EducationLoan,Single,0,Fully employed,UpTo2Years,2To5Years,Hospitality and catering,"Tenant, Pre-furnished Property",500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,4,302.0,0,37.24,63.78,1,0.0,0.0,0.0,3000.0,1.0,0,0
805,IncomeExpensesVerified,5000.0,Russian,22,Male,EE,60,196.45,Vehicle,EducationLoan,Single,0,Fully employed,UpTo2Years,2To5Years,Healthcare,Living with Parents,794.0,0.0,0.0,0.0,0.0,0.0,0.0,794.0,4,809.0,1,51.06,138.55,1,0.0,0.0,0.0,5000.0,1.0,0,0
806,IncomeVerified,1595.0,Spanish,43,Male,ES,60,104.28,EducationLoan,Travel,Single,0,Fully employed,MoreThan5Years,15To25Years,Other,"Tenant, Pre-furnished Property",1238.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.0,1,371.0,0,8.42,762.72,1,0.0,0.0,0.0,0.0,0.0,1,0
807,IncomeExpensesVerified,2760.0,Spanish,42,Male,ES,60,180.43,EducationLoan,Travel,Single,0,Retiree,UpTo5Years,10To15Years,Other,Living with Parents,0.0,823.0,0.0,0.0,0.0,0.0,0.0,823.0,4,1018.0,2,42.58,122.57,1,0.0,0.0,0.0,0.0,0.0,1,0
808,IncomeExpensesVerified,3190.0,Estonian,35,Male,EE,60,83.08,Business,Travel,Single,0,Fully employed,UpTo2Years,2To5Years,Hospitality and catering,Council House,384.0,0.0,0.0,0.0,0.0,0.0,500.0,884.0,4,367.52,0,21.0,433.4,0,1.0,500.0,180.82,0.0,0.0,0,0
809,IncomeUnverified,4500.0,Spanish,56,Female,ES,18,331.04,EducationLoan,Travel,Divorced,0,Entrepreneur,UpTo5Years,15To25Years,Other,Living with Parents,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,3,586.0,0,46.42,282.96,1,0.0,0.0,0.0,0.0,0.0,1,0
810,IncomeVerified,500.0,Spanish,34,Male,ES,60,18.19,Travel,EducationLoan,Single,0,Fully employed,MoreThan5Years,10To15Years,Healthcare,Living with Parents,885.0,0.0,0.0,0.0,0.0,0.0,0.0,885.0,1,350.0,0,2.06,516.81,1,0.0,0.0,0.0,500.0,1.0,0,0
814,IncomeUnverified,2000.0,Finnish,58,Male,FI,60,56.64,Other,Home improvement,Cohabitant,1,Fully employed,UpTo1Year,MoreThan25Years,Transport and warehousing,Owner,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,2,1020.0,0,14.86,1323.36,1,0.0,0.0,0.0,2000.0,1.0,0,0
816,IncomeExpensesVerified,3000.0,Estonian,40,Male,EE,60,81.59,Other,Travel,Cohabitant,1,Entrepreneur,UpTo5Years,15To25Years,Other,Owner,339.0,0.0,0.0,0.0,0.0,0.0,480.0,819.0,3,733.0,0,20.1,4.41,0,1.0,1500.0,399.84,1500.0,1.0,0,0
817,IncomeUnverified,500.0,Spanish,36,Female,ES,60,33.28,Other,Business,Married,1,Fully employed,UpTo1Year,15To25Years,Healthcare,"Tenant, unfurnished Property",938.0,0.0,0.0,0.0,0.0,0.0,0.0,938.0,2,500.0,0,19.54,404.72,1,0.0,0.0,0.0,1000.0,1.0,1,0
820,IncomeUnverified,500.0,Estonian,39,Female,EE,60,22.35,Home improvement,EducationLoan,Cohabitant,0,Fully employed,UpTo2Years,5To10Years,Retail and wholesale,Living with Parents,450.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,2,269.46,0,9.29,158.19,0,1.0,500.0,93.68,500.0,1.0,0,0
821,IncomeUnverified,3720.0,Estonian,23,Female,EE,60,152.0,Vehicle,EducationLoan,Single,0,Fully employed,UpTo3Years,2To5Years,Hospitality and catering,Living with Parents,550.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,4,502.35,2,53.88,3.65,0,3.0,5100.0,3524.55,1300.0,1.0,0,0
822,IncomeUnverified,2125.0,Spanish,33,Male,ES,60,126.82,Business,Travel,Single,0,Entrepreneur,UpTo2Years,10To15Years,Retail and wholesale,Living with Parents,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2,616.9,0,19.58,756.28,0,1.0,3610.0,681.5,750.0,1.0,1,0
824,IncomeExpensesVerified,7440.0,Estonian,26,Female,EE,60,307.65,EducationLoan,Home improvement,Single,1,Fully employed,MoreThan5Years,5To10Years,Processing,Joint Tenant,1210.0,0.0,50.0,0.0,0.0,80.0,0.0,1340.0,12,1367.04,3,69.83,2.31,0,2.0,3900.0,2345.04,6000.0,1.0,0,0
825,IncomeUnverified,3000.0,Estonian,49,Male,EE,48,118.12,Other,Travel,Single,0,Fully employed,UpTo1Year,MoreThan25Years,Hospitality and catering,"Tenant, Pre-furnished Property",1600.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1,480.0,0,7.38,1001.88,1,0.0,0.0,0.0,3000.0,1.0,0,0
827,IncomeExpensesVerified,1060.0,Finnish,51,Male,FI,60,33.11,Loan consolidation,Travel,Single,2,Fully employed,UpTo1Year,15To25Years,Education,"Tenant, unfurnished Property",2100.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,11,2074.04,1,62.25,162.85,0,1.0,2575.0,619.29,0.0,0.0,1,0
831,IncomeExpensesVerified,1060.0,Estonian,43,Male,EE,60,27.96,Home improvement,EducationLoan,Married,0,Fully employed,UpTo2Years,15To25Years,Agriculture,Owner,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2,470.0,0,5.59,2.04,0,1.0,1000.0,1149.82,0.0,0.0,0,0
832,IncomeVerified,1800.0,Spanish,34,Male,ES,48,71.99,Other,Business,Single,0,Fully employed,UpTo1Year,10To15Years,Administrative,Living with Parents,865.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,2,717.0,0,50.75,76.01,1,0.0,0.0,0.0,1800.0,1.0,0,0
833,IncomeExpensesVerified,2500.0,Estonian,33,Male,EE,36,122.91,Loan consolidation,EducationLoan,Married,1,Fully employed,UpTo2Years,10To15Years,Construction,Joint Ownership,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,7,2111.5,3,56.15,141.09,0,1.0,2000.0,2221.38,2500.0,1.0,0,0
834,IncomeExpensesVerified,3190.0,Russian,39,Male,EE,60,100.99,Home improvement,Home improvement,Single,0,Fully employed,MoreThan5Years,15To25Years,Other,Owner,785.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0,10,1127.0,4,59.23,70.01,1,0.0,0.0,0.0,0.0,0.0,0,0
836,IncomeExpensesVerified,1595.0,Spanish,65,Male,ES,60,74.5,Other,Travel,Divorced,0,Retiree,UpTo3Years,MoreThan25Years,Other,Owner,0.0,1189.0,0.0,0.0,0.0,0.0,500.0,1689.0,10,1723.0,1,65.33,79.5,1,0.0,0.0,0.0,0.0,0.0,1,0
837,IncomeVerified,2500.0,Finnish,56,Female,FI,18,174.76,Other,EducationLoan,Divorced,0,Fully employed,MoreThan5Years,MoreThan25Years,Other,"Tenant, Pre-furnished Property",1721.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.0,1,516.0,0,10.15,1030.24,1,0.0,0.0,0.0,1000.0,1.0,1,0
838,IncomeExpensesVerified,5000.0,Estonian,37,Female,EE,60,139.96,Loan consolidation,Home improvement,Married,3,Fully employed,MoreThan5Years,15To25Years,Processing,Mortgage,0.0,0.0,290.0,0.0,645.0,202.0,0.0,1137.0,5,824.81,1,25.66,294.23,0,2.0,5300.0,1989.9,5000.0,1.0,1,0
840,IncomeExpensesVerified,3000.0,Estonian,30,Female,EE,60,99.98,Real estate,Home improvement,Single,2,Fully employed,UpTo2Years,2To5Years,Processing,"Tenant, unfurnished Property",359.0,0.0,90.0,0.0,0.0,0.0,180.0,629.0,8,503.8,4,42.13,114.03,0,2.0,3300.0,1053.95,3000.0,1.0,0,0
842,IncomeUnverified,3190.0,Spanish,33,Male,ES,60,188.98,Vehicle,Business,Single,0,Fully employed,MoreThan5Years,10To15Years,Other,Owner,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,5,1511.6,1,66.2,49.42,0,1.0,2125.0,290.03,3805.0,2.0,1,0
843,IncomeUnverified,900.0,Finnish,68,Female,FI,60,31.94,Other,EducationLoan,Married,0,Retiree,UpTo3Years,MoreThan25Years,Healthcare,Owner,635.0,2120.0,0.0,0.0,0.0,0.0,0.0,2755.0,6,1376.89,0,17.53,1346.17,0,2.0,3500.0,1244.5,900.0,1.0,0,0
844,IncomeExpensesVerified,1060.0,Spanish,58,NoGenderGivens,ES,60,49.79,Home improvement,Travel,Divorced,0,Fully employed,MoreThan5Years,MoreThan25Years,Administrative,Living with Parents,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,5,541.15,0,21.9,509.06,0,2.0,3380.0,777.59,0.0,0.0,1,0
845,IncomeExpensesVerified,3400.0,Estonian,27,Male,EE,60,112.25,Other,Business,Cohabitant,0,Fully employed,UpTo2Years,10To15Years,Construction,Joint Ownership,700.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,4,685.93,1,51.03,92.82,0,1.0,2100.0,2070.38,5200.0,1.0,0,0
