,VerificationType,AppliedAmount,LanguageCode,Age,Gender,Country,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,DEFAULT,NrDependantsGiven
1211,IncomeExpensesVerified,3000.0,Estonian,37,Female,EE,60,101.21,Loan consolidation,Business,Single,1,Fully employed,MoreThan5Years,10To15Years,Retail and wholesale,"Tenant, unfurnished Property",585.0,0.0,45.0,0.0,0.0,160.0,0.0,790.0,10,789.0,2,68.13,1.79,1,0.0,0.0,0.0,2595.0,1.0,1,0
1214,IncomeVerified,10100.0,Spanish,46,Female,ES,60,355.64,Health,Business,Divorced,1,Fully employed,UpTo5Years,5To10Years,Finance and insurance,Owner,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,2,405.0,0,33.39,439.36,1,0.0,0.0,0.0,0.0,0.0,1,0
1215,IncomeExpensesVerified,4000.0,Russian,25,Male,EE,60,191.56,Other,Travel,Single,0,Fully employed,UpTo1Year,5To10Years,Finance and insurance,Living with Parents,800.0,0.0,0.0,0.0,0.0,0.0,200.0,1000.0,4,796.0,1,62.76,72.44,1,0.0,0.0,0.0,8540.0,2.0,1,0
1216,IncomeExpensesVerified,4250.0,Estonian,23,Male,EE,60,161.02,Home improvement,Business,Single,0,Fully employed,UpTo1Year,2To5Years,Construction,Living with Parents,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,5,794.0,0,43.46,344.98,1,0.0,0.0,0.0,0.0,0.0,0,0
1217,IncomeVerified,4500.0,Estonian,50,Male,EE,60,145.69,Business,Travel,Cohabitant,1,Fully employed,MoreThan5Years,15To25Years,Education,Owner,450.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,3,534.0,2,32.38,54.31,1,0.0,0.0,0.0,9500.0,2.0,1,0
1218,IncomeUnverified,1595.0,Estonian,61,Female,EE,60,55.12,Other,EducationLoan,Married,0,Retiree,UpTo5Years,MoreThan25Years,Other,Owner,0.0,315.0,0.0,0.0,0.0,0.0,0.0,315.0,2,330.0,1,17.5,9.88,1,0.0,0.0,0.0,0.0,0.0,0,0
1220,IncomeExpensesVerified,1060.0,Estonian,21,Female,EE,48,49.16,Home improvement,Home improvement,Married,2,Fully employed,UpTo2Years,2To5Years,Processing,Joint Ownership,640.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,5,418.0,0,33.93,172.84,1,0.0,0.0,0.0,0.0,0.0,1,0
1221,IncomeUnverified,500.0,Estonian,50,Male,EE,6,92.19,Home improvement,EducationLoan,Single,1,Fully employed,MoreThan5Years,10To15Years,Other,Owner,700.0,150.0,0.0,0.0,0.0,0.0,0.0,850.0,1,255.0,0,10.85,502.81,1,0.0,0.0,0.0,1000.0,1.0,0,0
1222,IncomeExpensesVerified,1500.0,Estonian,29,Female,EE,60,67.13,Loan consolidation,Travel,Married,2,Fully employed,UpTo2Years,5To10Years,Healthcare,Joint Ownership,1200.0,0.0,147.0,0.0,0.0,0.0,0.0,1347.0,6,1609.61,1,69.99,0.26,0,2.0,11750.0,8682.0,30030.0,7.0,0,0
1223,IncomeExpensesVerified,2000.0,Russian,41,Female,EE,60,64.35,Loan consolidation,Home improvement,Married,1,Fully employed,TrialPeriod,15To25Years,Other,Owner,496.0,0.0,0.0,45.0,0.0,140.0,0.0,681.0,4,369.0,0,26.92,247.65,1,0.0,0.0,0.0,2000.0,1.0,0,0
1225,IncomeVerified,900.0,Finnish,49,Male,FI,60,28.39,Vehicle,Business,Married,1,Fully employed,MoreThan5Years,MoreThan25Years,Transport and warehousing,Mortgage,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,6,1591.0,0,10.84,680.61,1,0.0,0.0,0.0,900.0,1.0,1,0
1226,IncomeExpensesVerified,5000.0,Estonian,52,Female,EE,36,194.33,Home improvement,EducationLoan,Married,0,Fully employed,UpTo1Year,MoreThan25Years,Administrative,Owner,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1,450.0,0,12.96,855.67,1,0.0,0.0,0.0,5000.0,1.0,0,0
1228,IncomeUnverified,6375.0,Finnish,35,Male,FI,60,245.1,Loan consolidation,Business,Cohabitant,1,Fully employed,UpTo3Years,15To25Years,Retail and wholesale,"Tenant, unfurnished Property",1780.0,0.0,95.0,0.0,0.0,0.0,0.0,1875.0,3,1362.0,1,34.41,667.9,1,0.0,0.0,0.0,1775.0,1.0,0,0
1230,IncomeVerified,2000.0,Estonian,34,Female,EE,60,62.31,Home improvement,EducationLoan,Cohabitant,1,Fully employed,MoreThan5Years,10To15Years,Processing,"Tenant, unfurnished Property",807.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0,2,475.94,0,35.72,268.75,0,1.0,6000.0,1108.14,2500.0,1.0,1,0
1232,IncomeVerified,5315.0,Estonian,26,Female,EE,60,168.43,Other,EducationLoan,Cohabitant,0,Fully employed,UpTo1Year,2To5Years,Finance and insurance,"Tenant, Pre-furnished Property",843.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,7,726.64,4,39.39,258.93,0,1.0,3000.0,431.39,0.0,0.0,0,0
1234,IncomeVerified,3500.0,Finnish,50,Female,FI,60,110.74,Other,Business,Married,0,Fully employed,MoreThan5Years,MoreThan25Years,Healthcare,Council House,2343.0,0.0,0.0,0.0,0.0,0.0,0.0,2343.0,7,1290.94,0,29.86,941.32,0,2.0,6500.0,5217.79,0.0,0.0,1,0
1235,IncomeVerified,4785.0,Spanish,37,Female,ES,60,294.27,Home improvement,EducationLoan,Single,0,Fully employed,UpTo1Year,10To15Years,Construction,Living with Parents,1273.0,0.0,0.0,0.0,0.0,0.0,0.0,1273.0,1,381.0,0,23.12,597.73,1,0.0,0.0,0.0,0.0,0.0,0,0
1236,IncomeUnverified,2000.0,Finnish,39,Female,FI,60,63.09,Other,Home improvement,Married,2,Fully employed,MoreThan5Years,15To25Years,Hospitality and catering,"Tenant, unfurnished Property",2100.0,0.0,210.0,0.0,0.0,0.0,0.0,2310.0,3,1083.0,0,19.61,1163.91,1,0.0,0.0,0.0,2000.0,2.0,1,0
1237,IncomeExpensesVerified,2000.0,Estonian,30,Female,EE,24,121.49,Loan consolidation,EducationLoan,Married,2,Fully employed,UpTo4Years,5To10Years,Retail and wholesale,"Tenant, unfurnished Property",0.0,0.0,0.0,0.0,468.0,0.0,0.0,468.0,6,669.0,4,43.48,14.51,0,1.0,2000.0,2033.84,3500.0,2.0,0,0
1238,IncomeExpensesVerified,6375.0,Estonian,35,Male,EE,60,185.23,Loan consolidation,EducationLoan,Divorced,1,Fully employed,MoreThan5Years,10To15Years,Other,Council House,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,11,1249.03,3,69.33,6.74,0,1.0,2500.0,1487.13,0.0,0.0,1,0
1241,IncomeVerified,5200.0,Finnish,26,Male,FI,60,293.15,Other,Business,Single,2,Fully employed,UpTo5Years,5To10Years,Hospitality and catering,"Tenant, unfurnished Property",406.0,0.0,317.0,0.0,0.0,426.0,0.0,1149.0,5,1122.59,1,53.59,33.26,0,1.0,2000.0,2166.13,1140.0,1.0,1,0
1244,IncomeUnverified,2500.0,Estonian,49,Female,EE,24,152.93,Loan consolidation,EducationLoan,Married,0,Fully employed,UpTo4Years,MoreThan25Years,CivilService,"Tenant, unfurnished Property",1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5,898.83,1,61.48,85.24,0,1.0,1600.0,1102.58,2500.0,1.0,0,0
1245,IncomeVerified,2000.0,Finnish,36,Male,FI,60,64.65,Travel,Business,Single,0,Fully employed,UpTo3Years,15To25Years,Transport and warehousing,Living with Parents,1700.0,0.0,0.0,0.0,0.0,0.0,620.0,2320.0,6,2229.38,1,30.95,285.97,0,1.0,7800.0,1208.38,4090.0,1.0,1,0
1246,IncomeVerified,3720.0,Spanish,59,Male,ES,60,243.19,Other,EducationLoan,Married,2,Fully employed,MoreThan5Years,MoreThan25Years,CivilService,"Tenant, unfurnished Property",1300.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,6,1340.0,1,68.71,16.81,1,0.0,0.0,0.0,0.0,0.0,0,0
1248,IncomeExpensesVerified,1060.0,Estonian,41,Male,EE,60,29.03,Home improvement,Travel,Divorced,1,Fully employed,UpTo3Years,15To25Years,CivilService,Mortgage,1995.0,0.0,0.0,0.0,0.0,0.0,700.0,2695.0,12,3318.0,2,43.04,120.97,1,0.0,0.0,0.0,0.0,0.0,1,0
1249,IncomeExpensesVerified,500.0,Estonian,35,Male,EE,6,92.8,Home improvement,EducationLoan,Single,0,Fully employed,UpTo5Years,2To5Years,Processing,Living with Parents,807.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0,6,729.64,1,58.54,84.56,0,1.0,1100.0,658.41,500.0,1.0,0,0
1250,IncomeExpensesVerified,4785.0,Spanish,27,Male,ES,60,239.1,Other,Home improvement,Single,1,Fully employed,UpTo1Year,5To10Years,Transport and warehousing,Living with Parents,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,7,1007.0,1,58.18,141.9,1,0.0,0.0,0.0,0.0,0.0,1,0
1251,IncomeUnverified,4250.0,Russian,34,Male,EE,48,196.67,Home improvement,Home improvement,Married,1,Entrepreneur,UpTo2Years,15To25Years,Construction,Owner,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,3,1220.0,0,18.31,83.33,1,0.0,0.0,0.0,0.0,0.0,0,0
1252,IncomeExpensesVerified,531.0,Russian,43,Female,EE,60,17.27,NoUseOfLoanGiven,Travel,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,MoreThan5Years,,NoOccupationAreaGiven,Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0,0.0,0,0.0,0.0,0,5.0,15415.0,1686.95,,0.0,1,1
1253,IncomeUnverified,850.0,Estonian,23,Female,EE,60,37.44,Other,Business,Cohabitant,1,Fully employed,UpTo2Years,2To5Years,Hospitality and catering,"Tenant, unfurnished Property",0.0,0.0,45.0,0.0,550.0,0.0,0.0,595.0,7,592.34,1,52.4,33.22,0,2.0,2700.0,527.67,1000.0,1.0,0,0
1255,IncomeExpensesVerified,1595.0,Spanish,31,Male,ES,60,69.93,Other,Travel,Married,2,Fully employed,UpTo3Years,10To15Years,Info and telecom,"Tenant, Pre-furnished Property",1795.0,0.0,0.0,0.0,0.0,0.0,600.0,2395.0,12,2652.0,2,69.64,9.07,0,2.0,8800.0,11041.8,6000.0,1.0,0,0
1257,IncomeVerified,10000.0,Finnish,27,Male,FI,60,325.85,Home improvement,Business,Cohabitant,2,Fully employed,MoreThan5Years,5To10Years,Other,Owner,1553.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.0,2,800.0,0,40.3,427.15,1,0.0,0.0,0.0,10000.0,1.0,0,0
1258,IncomeVerified,1060.0,Spanish,23,Female,ES,60,43.66,Home improvement,Business,Single,0,Fully employed,UpTo1Year,2To5Years,Construction,Living with Parents,880.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,3,1329.0,1,13.94,407.34,1,0.0,0.0,0.0,0.0,0.0,1,0
1259,IncomeUnverified,1000.0,Spanish,59,Male,ES,60,81.47,EducationLoan,Travel,Single,0,Fully employed,MoreThan5Years,15To25Years,Construction,Living with Parents,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1,360.0,0,6.79,758.53,1,0.0,0.0,0.0,1000.0,2.0,1,0
1261,IncomeExpensesVerified,3190.0,Russian,46,Male,EE,60,86.81,Loan consolidation,Business,Married,0,Fully employed,MoreThan5Years,15To25Years,Energy,Owner,830.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,12,847.32,1,68.81,8.87,0,1.0,3000.0,2112.25,0.0,0.0,1,0
1263,IncomeVerified,8000.0,Finnish,58,Female,FI,60,253.94,Vehicle,Travel,Married,0,Fully employed,MoreThan5Years,MoreThan25Years,Healthcare,Owner,1855.0,0.0,0.0,0.0,0.0,0.0,0.0,1855.0,4,1093.83,0,25.65,507.23,0,1.0,2000.0,1073.59,2095.0,1.0,1,0
1265,IncomeVerified,800.0,Finnish,36,Male,FI,36,32.74,Travel,Business,Married,2,Fully employed,MoreThan5Years,10To15Years,Construction,Mortgage,2177.0,0.0,200.0,0.0,0.0,0.0,0.0,2377.0,2,1223.0,0,1.38,1121.26,1,0.0,0.0,0.0,800.0,1.0,0,0
1267,IncomeVerified,500.0,Estonian,32,Male,EE,36,23.32,Home improvement,Home improvement,Single,0,Fully employed,MoreThan5Years,10To15Years,Processing,Living with Parents,700.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,2,357.0,0,18.62,319.68,1,0.0,0.0,0.0,500.0,1.0,0,0
1268,IncomeVerified,530.0,Estonian,41,Male,EE,60,15.09,Home improvement,Business,Single,0,Fully employed,MoreThan5Years,5To10Years,Construction,"Tenant, unfurnished Property",382.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,2,363.08,0,33.55,3.83,0,1.0,2000.0,450.19,2000.0,1.0,0,0
1269,IncomeExpensesVerified,3000.0,Finnish,26,Female,FI,48,171.68,Other,Travel,Single,0,Fully employed,UpTo2Years,5To10Years,Healthcare,"Tenant, unfurnished Property",1802.0,0.0,0.0,0.0,0.0,0.0,0.0,1802.0,11,2289.73,4,69.83,3.59,0,1.0,2500.0,731.29,3000.0,1.0,1,0
1270,IncomeUnverified,6485.0,Russian,47,Female,EE,60,208.91,Home improvement,Travel,Cohabitant,1,Self-employed,UpTo3Years,15To25Years,Retail and wholesale,Owner,100.0,0.0,50.0,0.0,0.0,150.0,1000.0,1300.0,5,1153.0,1,36.3,438.09,1,0.0,0.0,0.0,0.0,0.0,0,0
1272,IncomeExpensesVerified,4000.0,Estonian,49,Male,EE,60,113.51,Loan consolidation,Travel,Cohabitant,0,Fully employed,UpTo3Years,15To25Years,Research,Joint Ownership,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,11,1858.91,5,67.86,23.58,0,2.0,3200.0,2335.57,4000.0,1.0,0,0
1273,IncomeExpensesVerified,2000.0,Estonian,25,Female,EE,60,92.06,Business,Home improvement,Cohabitant,0,Entrepreneur,UpTo1Year,LessThan2Years,Other,Joint Ownership,0.0,0.0,266.0,0.0,134.0,0.0,0.0,400.0,5,398.0,3,36.76,2.94,1,0.0,0.0,0.0,0.0,0.0,0,0
1274,IncomeExpensesVerified,1275.0,Spanish,45,Female,ES,60,53.51,Other,Travel,Married,0,Fully employed,MoreThan5Years,15To25Years,CivilService,Mortgage,1182.0,0.0,0.0,0.0,0.0,0.0,0.0,1182.0,6,1423.0,2,28.3,15.49,1,0.0,0.0,0.0,0.0,0.0,0,0
1276,IncomeUnverified,4500.0,Estonian,53,Female,EE,60,144.71,Business,EducationLoan,Married,0,Entrepreneur,MoreThan5Years,MoreThan25Years,Other,Owner,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,3,526.0,0,52.59,129.29,1,0.0,0.0,0.0,4500.0,1.0,1,0
1277,IncomeExpensesVerified,2125.0,Spanish,47,Male,ES,60,74.82,Other,Business,Single,0,Fully employed,MoreThan5Years,MoreThan25Years,Administrative,Owner,909.0,0.0,0.0,0.0,0.0,0.0,0.0,909.0,7,1106.61,2,45.59,144.57,0,1.0,3000.0,940.55,4900.0,3.0,0,0
1280,IncomeVerified,3000.0,Finnish,41,Male,FI,48,98.05,Loan consolidation,Home improvement,Cohabitant,2,Fully employed,MoreThan5Years,15To25Years,Construction,Owner,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,6,2205.0,1,28.24,196.95,1,0.0,0.0,0.0,3000.0,1.0,0,0
1282,IncomeVerified,2400.0,Estonian,53,Male,EE,60,69.08,Travel,Travel,Divorced,0,Fully employed,UpTo1Year,MoreThan25Years,Research,Owner,755.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,4,581.0,2,40.81,196.92,1,0.0,0.0,0.0,0.0,0.0,0,0
1284,IncomeExpensesVerified,1595.0,Estonian,21,Female,EE,60,48.83,Other,Business,Single,1,Fully employed,UpTo1Year,2To5Years,Retail and wholesale,"Tenant, Pre-furnished Property",600.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,5,567.0,1,23.47,209.17,0,0.0,0.0,0.0,500.0,1.0,0,0
1286,IncomeVerified,3000.0,Finnish,27,Female,FI,60,91.26,Other,Travel,Cohabitant,1,Fully employed,MoreThan5Years,5To10Years,Healthcare,Owner,1800.0,0.0,97.0,0.0,0.0,0.0,400.0,2297.0,4,1167.0,0,24.78,1038.74,1,0.0,0.0,0.0,3000.0,1.0,0,0
1287,IncomeExpensesVerified,4250.0,Spanish,41,Female,ES,60,215.99,Other,EducationLoan,Married,0,Fully employed,MoreThan5Years,15To25Years,Finance and insurance,Mortgage,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0,2,728.0,0,18.46,226.01,1,0.0,0.0,0.0,0.0,0.0,1,0
1288,IncomeExpensesVerified,2125.0,Spanish,39,Male,ES,60,83.84,Home improvement,EducationLoan,Single,1,Fully employed,UpTo2Years,15To25Years,Retail and wholesale,Mortgage,1585.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0,8,2179.0,3,38.73,36.16,1,0.0,0.0,0.0,0.0,0.0,0,0
1289,IncomeExpensesVerified,1000.0,Russian,21,Female,EE,36,45.22,Vehicle,Business,Cohabitant,0,Fully employed,UpTo1Year,2To5Years,Retail and wholesale,"Tenant, Pre-furnished Property",304.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,2,260.0,1,14.88,8.78,1,0.0,0.0,0.0,1500.0,1.0,0,0
